ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
MF	GO:0044012	histone H2AK9 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0044014	histone H2BK5 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0044015	histone H2BK12 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0044016	histone H3K4 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0044017	histone H3K27 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0044018	histone H3K36 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0140908	histone H3K122 acetyltransferase activity	21	0.822402970947812	1.82359660268019	0.000261539402052882	0.00685371797300168	0.00600838689066066	162	tags=5%, list=0%, signal=5%	ENSG00000172288
BP	GO:0006487	protein N-linked glycosylation	73	-0.476606906589116	-1.77031984626041	0.000251945863700012	0.00685371797300168	0.00600838689066066	10370	tags=33%, list=18%, signal=27%	ENSG00000013375/ENSG00000128039/ENSG00000172339/ENSG00000198833/ENSG00000102595/ENSG00000172269/ENSG00000114745/ENSG00000253710/ENSG00000120697/ENSG00000152127/ENSG00000138821/ENSG00000099958/ENSG00000161013/ENSG00000033170/ENSG00000073849/ENSG00000198380/ENSG00000156413/ENSG00000130383/ENSG00000171124/ENSG00000071073/ENSG00000128268/ENSG00000196371/ENSG00000128242/ENSG00000172461
CC	GO:0035579	specific granule membrane	90	-0.444329363040187	-1.6720354526295	0.000254513206707108	0.00685371797300168	0.00600838689066066	9515	tags=33%, list=16%, signal=28%	ENSG00000104043/ENSG00000069424/ENSG00000109743/ENSG00000059804/ENSG00000011422/ENSG00000142185/ENSG00000183019/ENSG00000124469/ENSG00000204936/ENSG00000051523/ENSG00000166527/ENSG00000185000/ENSG00000125810/ENSG00000169692/ENSG00000108405/ENSG00000110917/ENSG00000172057/ENSG00000186431/ENSG00000028137/ENSG00000068650/ENSG00000170956/ENSG00000171049/ENSG00000127329/ENSG00000140284/ENSG00000079385/ENSG00000172794/ENSG00000149177/ENSG00000196187/ENSG00000124406/ENSG00000006534
BP	GO:0006687	glycosphingolipid metabolic process	70	-0.480451287941298	-1.79086675097278	0.000264375312465808	0.00690516905232477	0.00605349204259907	6232	tags=27%, list=11%, signal=24%	ENSG00000204386/ENSG00000070610/ENSG00000170266/ENSG00000162630/ENSG00000176920/ENSG00000115850/ENSG00000184005/ENSG00000156413/ENSG00000054983/ENSG00000174607/ENSG00000207608/ENSG00000182156/ENSG00000103089/ENSG00000196371/ENSG00000204099/ENSG00000249948/ENSG00000177511/ENSG00000128242/ENSG00000172461
BP	GO:0003309	type B pancreatic cell differentiation	30	-0.650898870580767	-2.04703329863512	0.000266707337262457	0.00694316403649698	0.00608680076141569	3203	tags=30%, list=5%, signal=28%	ENSG00000180535/ENSG00000169856/ENSG00000125378/ENSG00000216179/ENSG00000141448/ENSG00000173404/ENSG00000185002/ENSG00000139515/ENSG00000106331
BP	GO:0032368	regulation of lipid transport	157	-0.371657339547722	-1.47910383895172	0.000282253191042005	0.00732377624231617	0.00642046861831875	4916	tags=18%, list=8%, signal=16%	ENSG00000198049/ENSG00000141338/ENSG00000169427/ENSG00000157017/ENSG00000108984/ENSG00000199085/ENSG00000101670/ENSG00000147571/ENSG00000207933/ENSG00000181092/ENSG00000170456/ENSG00000122547/ENSG00000186115/ENSG00000118513/ENSG00000124406/ENSG00000005421/ENSG00000164690/ENSG00000132170/ENSG00000141655/ENSG00000197142/ENSG00000069764/ENSG00000101188/ENSG00000135744/ENSG00000118137/ENSG00000165828/ENSG00000158874/ENSG00000110245/ENSG00000110244
BP	GO:0010743	regulation of macrophage derived foam cell differentiation	33	-0.632432967034949	-2.01519950093028	0.000286177887157299	0.00740134574824464	0.00648847077486672	1061	tags=24%, list=2%, signal=24%	ENSG00000181092/ENSG00000132170/ENSG00000069764/ENSG00000132693/ENSG00000188257/ENSG00000135744/ENSG00000163737/ENSG00000084674
BP	GO:0120192	tight junction assembly	79	-0.449806354937821	-1.67053552125087	0.000291580664841482	0.00751651264350322	0.00658943309436039	9588	tags=38%, list=16%, signal=32%	ENSG00000164877/ENSG00000085741/ENSG00000284353/ENSG00000134318/ENSG00000130396/ENSG00000131477/ENSG00000124216/ENSG00000140832/ENSG00000152939/ENSG00000105699/ENSG00000261371/ENSG00000179776/ENSG00000149564/ENSG00000139567/ENSG00000159261/ENSG00000181885/ENSG00000124429/ENSG00000189143/ENSG00000179921/ENSG00000133216/ENSG00000197822/ENSG00000163251/ENSG00000106404/ENSG00000112115/ENSG00000213937/ENSG00000253958/ENSG00000184697/ENSG00000165215/ENSG00000165376/ENSG00000066405
BP	GO:0098659	inorganic cation import across plasma membrane	130	-0.384192572293222	-1.50389385926866	0.000293860285088718	0.00752624691324309	0.00659796674849171	8147	tags=32%, list=14%, signal=28%	ENSG00000127412/ENSG00000055118/ENSG00000162728/ENSG00000147804/ENSG00000130529/ENSG00000142185/ENSG00000156738/ENSG00000157214/ENSG00000172139/ENSG00000115474/ENSG00000103375/ENSG00000177807/ENSG00000138821/ENSG00000105409/ENSG00000108405/ENSG00000113504/ENSG00000168135/ENSG00000143153/ENSG00000169427/ENSG00000187486/ENSG00000104635/ENSG00000115616/ENSG00000180251/ENSG00000066230/ENSG00000104783/ENSG00000153822/ENSG00000006071/ENSG00000198216/ENSG00000162753/ENSG00000204442/ENSG00000100170/ENSG00000137731/ENSG00000064651/ENSG00000105675/ENSG00000138622/ENSG00000157388/ENSG00000053918/ENSG00000164626/ENSG00000159197/ENSG00000186009/ENSG00000162989/ENSG00000139540
BP	GO:0099587	inorganic ion import across plasma membrane	130	-0.384192572293222	-1.50389385926866	0.000293860285088718	0.00752624691324309	0.00659796674849171	8147	tags=32%, list=14%, signal=28%	ENSG00000127412/ENSG00000055118/ENSG00000162728/ENSG00000147804/ENSG00000130529/ENSG00000142185/ENSG00000156738/ENSG00000157214/ENSG00000172139/ENSG00000115474/ENSG00000103375/ENSG00000177807/ENSG00000138821/ENSG00000105409/ENSG00000108405/ENSG00000113504/ENSG00000168135/ENSG00000143153/ENSG00000169427/ENSG00000187486/ENSG00000104635/ENSG00000115616/ENSG00000180251/ENSG00000066230/ENSG00000104783/ENSG00000153822/ENSG00000006071/ENSG00000198216/ENSG00000162753/ENSG00000204442/ENSG00000100170/ENSG00000137731/ENSG00000064651/ENSG00000105675/ENSG00000138622/ENSG00000157388/ENSG00000053918/ENSG00000164626/ENSG00000159197/ENSG00000186009/ENSG00000162989/ENSG00000139540
BP	GO:1903236	regulation of leukocyte tethering or rolling	18	-0.760344940472404	-2.1017700094827	0.000295131581330046	0.00753442366014833	0.00660513498317939	3149	tags=39%, list=5%, signal=37%	ENSG00000121807/ENSG00000151882/ENSG00000187210/ENSG00000196371/ENSG00000140835/ENSG00000172461/ENSG00000131142
CC	GO:0071753	IgM immunoglobulin complex	10	-0.867074074212977	-2.02780613353231	0.000302904115380666	0.00768797961512551	0.00673975149213149	6098	tags=90%, list=10%, signal=81%	ENSG00000007312/ENSG00000222037/ENSG00000211592/ENSG00000211679/ENSG00000105369/ENSG00000239951/ENSG00000211675/ENSG00000132465/ENSG00000211899
MF	GO:0008375	acetylglucosaminyltransferase activity	43	-0.544990034163814	-1.84858348246046	0.000303089416214197	0.00768797961512551	0.00673975149213149	7641	tags=30%, list=13%, signal=26%	ENSG00000124091/ENSG00000152127/ENSG00000100060/ENSG00000161013/ENSG00000106003/ENSG00000198488/ENSG00000071073/ENSG00000128268/ENSG00000187210/ENSG00000179913/ENSG00000156966/ENSG00000140297/ENSG00000118017
CC	GO:0030863	cortical cytoskeleton	109	-0.416410715005603	-1.61441262344977	0.000310607838446568	0.00785351576187266	0.00688487056734936	9548	tags=29%, list=16%, signal=25%	ENSG00000130340/ENSG00000152527/ENSG00000197694/ENSG00000130787/ENSG00000164741/ENSG00000159023/ENSG00000158352/ENSG00000177938/ENSG00000166501/ENSG00000133107/ENSG00000092820/ENSG00000149488/ENSG00000160460/ENSG00000154864/ENSG00000164403/ENSG00000171345/ENSG00000263155/ENSG00000002834/ENSG00000164061/ENSG00000079819/ENSG00000103187/ENSG00000115306/ENSG00000106078/ENSG00000170011/ENSG00000073350/ENSG00000138771/ENSG00000158528/ENSG00000120756/ENSG00000099812/ENSG00000115648/ENSG00000007171/ENSG00000166866
MF	GO:0046972	histone H4K16 acetyltransferase activity	21	0.819500571051113	1.81716082024966	0.000313101963207148	0.00789136604083239	0.00691805242875734	162	tags=5%, list=0%, signal=5%	ENSG00000172288
MF	GO:0044013	histone H2B acetyltransferase activity	22	0.820816825115956	1.83966527843359	0.000326634061579997	0.00819847840818064	0.0071872858476409	162	tags=5%, list=0%, signal=5%	ENSG00000172288
BP	GO:0007584	response to nutrient	168	-0.353773050314938	-1.38797653602689	0.000327359006442391	0.00819847840818064	0.0071872858476409	3117	tags=13%, list=5%, signal=12%	ENSG00000130707/ENSG00000181092/ENSG00000128918/ENSG00000166278/ENSG00000036828/ENSG00000110195/ENSG00000057593/ENSG00000151882/ENSG00000125363/ENSG00000009950/ENSG00000132170/ENSG00000164761/ENSG00000138075/ENSG00000143921/ENSG00000136574/ENSG00000198734/ENSG00000157005/ENSG00000139515/ENSG00000036473/ENSG00000134240/ENSG00000163586/ENSG00000174358
CC	GO:0035578	azurophil granule lumen	91	-0.444698779454653	-1.6757310253269	0.000334856302462426	0.00835978794223231	0.00732869961656932	11472	tags=35%, list=20%, signal=28%	ENSG00000100994/ENSG00000137575/ENSG00000239264/ENSG00000135677/ENSG00000148334/ENSG00000197561/ENSG00000169919/ENSG00000049860/ENSG00000169385/ENSG00000147813/ENSG00000064601/ENSG00000102580/ENSG00000163932/ENSG00000111816/ENSG00000188811/ENSG00000115271/ENSG00000001036/ENSG00000239839/ENSG00000240247/ENSG00000170266/ENSG00000092929/ENSG00000206047/ENSG00000026297/ENSG00000125730/ENSG00000117115/ENSG00000179163/ENSG00000196136/ENSG00000145287/ENSG00000090382/ENSG00000228278/ENSG00000118271/ENSG00000275896
MF	GO:0050750	low-density lipoprotein particle receptor binding	26	-0.656389227072822	-2.00962328179938	0.000338171603607344	0.00841600651241673	0.00737798424156241	1467	tags=12%, list=3%, signal=11%	ENSG00000110243/ENSG00000132693/ENSG00000084674
MF	GO:0043998	histone H2A acetyltransferase activity	23	0.809001570931174	1.82865163895823	0.000342821567888756	0.00850498397577308	0.00745598730887573	162	tags=4%, list=0%, signal=4%	ENSG00000172288
BP	GO:0002675	positive regulation of acute inflammatory response	28	-0.656683479584365	-2.05770197309245	0.000349080365014032	0.00862972121657007	0.00756533957655499	9161	tags=46%, list=16%, signal=39%	ENSG00000125538/ENSG00000120659/ENSG00000283705/ENSG00000099985/ENSG00000126262/ENSG00000185897/ENSG00000105851/ENSG00000126353/ENSG00000125730/ENSG00000198535/ENSG00000141655/ENSG00000205502/ENSG00000060566
MF	GO:0015205	nucleobase transmembrane transporter activity	11	-0.832782769446281	-2.02530244792	0.00035107584053342	0.00862972121657007	0.00756533957655499	6734	tags=64%, list=12%, signal=56%	ENSG00000103569/ENSG00000198246/ENSG00000134802/ENSG00000112759/ENSG00000174669/ENSG00000170482/ENSG00000137860
BP	GO:0009063	amino acid catabolic process	111	-0.409909055554085	-1.57838847329891	0.00035112082786651	0.00862972121657007	0.00756533957655499	4702	tags=16%, list=8%, signal=15%	ENSG00000139410/ENSG00000172508/ENSG00000153086/ENSG00000164867/ENSG00000151224/ENSG00000162882/ENSG00000128683/ENSG00000150540/ENSG00000103316/ENSG00000162174/ENSG00000167701/ENSG00000250799/ENSG00000153904/ENSG00000171759/ENSG00000172482/ENSG00000007171/ENSG00000113924/ENSG00000036473
BP	GO:0010742	macrophage derived foam cell differentiation	38	-0.601459136971783	-1.97174002285394	0.000358475529011721	0.0087560967178974	0.00767612804326267	3099	tags=24%, list=5%, signal=22%	ENSG00000181092/ENSG00000167780/ENSG00000132170/ENSG00000069764/ENSG00000132693/ENSG00000188257/ENSG00000135744/ENSG00000163737/ENSG00000084674
BP	GO:0046466	membrane lipid catabolic process	52	-0.520913444424775	-1.83038655334872	0.000358226554102547	0.0087560967178974	0.00767612804326267	9038	tags=40%, list=15%, signal=34%	ENSG00000188611/ENSG00000104763/ENSG00000135587/ENSG00000163932/ENSG00000136960/ENSG00000204386/ENSG00000070610/ENSG00000170266/ENSG00000186075/ENSG00000115850/ENSG00000179163/ENSG00000054983/ENSG00000177076/ENSG00000207608/ENSG00000006534/ENSG00000182156/ENSG00000130768/ENSG00000103056/ENSG00000204099/ENSG00000249948/ENSG00000266200
BP	GO:0070861	regulation of protein exit from endoplasmic reticulum	23	-0.689846918675469	-2.04473375989674	0.000369711437307205	0.00900275789184376	0.00789236626167382	5259	tags=48%, list=9%, signal=44%	ENSG00000068912/ENSG00000088298/ENSG00000182107/ENSG00000198833/ENSG00000099958/ENSG00000120341/ENSG00000135968/ENSG00000198168/ENSG00000174672/ENSG00000186198/ENSG00000182747
MF	GO:0015250	water channel activity	15	-0.779987285441289	-2.03920270608439	0.000372288560640728	0.0090377045058611	0.00792300259342279	8149	tags=73%, list=14%, signal=63%	ENSG00000240583/ENSG00000259916/ENSG00000103569/ENSG00000103375/ENSG00000178301/ENSG00000086159/ENSG00000165269/ENSG00000161798/ENSG00000184945/ENSG00000185176/ENSG00000167580
BP	GO:0046165	alcohol biosynthetic process	151	-0.360331560092092	-1.42576093261307	0.000388789288172448	0.00940941414861394	0.0082488659209548	2810	tags=8%, list=5%, signal=8%	ENSG00000137825/ENSG00000177076/ENSG00000167315/ENSG00000101188/ENSG00000160868/ENSG00000240268/ENSG00000015520/ENSG00000118137/ENSG00000124253/ENSG00000001626/ENSG00000084674/ENSG00000134240
BP	GO:0060575	intestinal epithelial cell differentiation	28	-0.652456923472726	-2.04445816063076	0.000397646918699725	0.00951407717921473	0.00834061991250739	8150	tags=39%, list=14%, signal=34%	ENSG00000197122/ENSG00000239732/ENSG00000182271/ENSG00000125398/ENSG00000106392/ENSG00000163251/ENSG00000124664/ENSG00000141448/ENSG00000130700/ENSG00000136574/ENSG00000165556
MF	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	45	-0.57235535453832	-1.92840964097218	0.000394865681769694	0.00951407717921473	0.00834061991250739	6002	tags=38%, list=10%, signal=34%	ENSG00000138115/ENSG00000108242/ENSG00000145476/ENSG00000180432/ENSG00000160870/ENSG00000148795/ENSG00000134716/ENSG00000198077/ENSG00000165841/ENSG00000186115/ENSG00000186204/ENSG00000130649/ENSG00000138109/ENSG00000160868/ENSG00000106258/ENSG00000073067/ENSG00000197408
BP	GO:0045921	positive regulation of exocytosis	81	-0.45792528833794	-1.7154487753514	0.000397607905552648	0.00951407717921473	0.00834061991250739	10581	tags=30%, list=18%, signal=24%	ENSG00000117281/ENSG00000204642/ENSG00000102145/ENSG00000102362/ENSG00000132872/ENSG00000063176/ENSG00000069974/ENSG00000164251/ENSG00000106089/ENSG00000204936/ENSG00000198794/ENSG00000139998/ENSG00000033327/ENSG00000092929/ENSG00000050438/ENSG00000171450/ENSG00000181031/ENSG00000081803/ENSG00000103056/ENSG00000171564/ENSG00000171557/ENSG00000163618/ENSG00000171560/ENSG00000001626
MF	GO:0008083	growth factor activity	162	-0.361886787235713	-1.46465044808198	0.000397922611362153	0.00951407717921473	0.00834061991250739	8374	tags=27%, list=14%, signal=23%	ENSG00000102466/ENSG00000204414/ENSG00000213218/ENSG00000140285/ENSG00000138379/ENSG00000266524/ENSG00000102678/ENSG00000136488/ENSG00000099985/ENSG00000113302/ENSG00000112175/ENSG00000113520/ENSG00000164399/ENSG00000102265/ENSG00000090534/ENSG00000163739/ENSG00000070193/ENSG00000132855/ENSG00000104899/ENSG00000178522/ENSG00000170962/ENSG00000128342/ENSG00000019991/ENSG00000143768/ENSG00000128564/ENSG00000143125/ENSG00000163736/ENSG00000125378/ENSG00000185737/ENSG00000156427/ENSG00000183742/ENSG00000125363/ENSG00000261857/ENSG00000130513/ENSG00000180210/ENSG00000225366/ENSG00000078579/ENSG00000135744/ENSG00000241186/ENSG00000243709/ENSG00000169605/ENSG00000160182/ENSG00000115386
BP	GO:0019755	one-carbon compound transport	26	-0.649891355615846	-1.98972918052	0.000408744921858196	0.00974339551682459	0.00854165434358709	8149	tags=65%, list=14%, signal=56%	ENSG00000240583/ENSG00000259916/ENSG00000132677/ENSG00000103569/ENSG00000206172/ENSG00000188536/ENSG00000103375/ENSG00000132874/ENSG00000244734/ENSG00000104267/ENSG00000112077/ENSG00000223609/ENSG00000169344/ENSG00000086159/ENSG00000165269/ENSG00000161798/ENSG00000100373
BP	GO:0009064	glutamine family amino acid metabolic process	72	-0.476158207606149	-1.7735584907476	0.00041785712564667	0.00993069457167492	0.00870585211043845	4321	tags=21%, list=7%, signal=19%	ENSG00000166840/ENSG00000164867/ENSG00000128683/ENSG00000130707/ENSG00000100031/ENSG00000177181/ENSG00000126522/ENSG00000162174/ENSG00000250799/ENSG00000153904/ENSG00000116771/ENSG00000007171/ENSG00000021826/ENSG00000012504/ENSG00000036473
BP	GO:0043271	negative regulation of monoatomic ion transport	131	-0.380902951166141	-1.48558295884845	0.000419552782407713	0.00994113988016359	0.00871500910447285	2640	tags=13%, list=5%, signal=12%	ENSG00000135312/ENSG00000159640/ENSG00000133216/ENSG00000161610/ENSG00000126562/ENSG00000207647/ENSG00000150594/ENSG00000175538/ENSG00000053918/ENSG00000110680/ENSG00000159197/ENSG00000101188/ENSG00000135744/ENSG00000178623/ENSG00000124233/ENSG00000283926/ENSG00000164266
BP	GO:0034114	regulation of heterotypic cell-cell adhesion	24	-0.672422278376351	-2.037713403474	0.000422708773771521	0.009986021598889	0.00875435515452661	4187	tags=33%, list=7%, signal=31%	ENSG00000182866/ENSG00000181092/ENSG00000141293/ENSG00000086548/ENSG00000171564/ENSG00000171557/ENSG00000118137/ENSG00000171560
BP	GO:0031638	zymogen activation	46	-0.552640500227108	-1.88649333996474	0.000429169227394677	0.010078472598224	0.00883540333518138	4784	tags=26%, list=8%, signal=24%	ENSG00000164344/ENSG00000103811/ENSG00000100031/ENSG00000167748/ENSG00000142515/ENSG00000010438/ENSG00000105707/ENSG00000088926/ENSG00000171564/ENSG00000171557/ENSG00000091583/ENSG00000171560
CC	GO:0032587	ruffle membrane	102	-0.400571126198646	-1.5417990583693	0.000428411700182822	0.010078472598224	0.00883540333518138	11580	tags=32%, list=20%, signal=26%	ENSG00000116584/ENSG00000139505/ENSG00000150455/ENSG00000160191/ENSG00000109572/ENSG00000259207/ENSG00000035115/ENSG00000185043/ENSG00000131037/ENSG00000168374/ENSG00000115109/ENSG00000130787/ENSG00000154783/ENSG00000159445/ENSG00000164741/ENSG00000168309/ENSG00000197122/ENSG00000068831/ENSG00000092820/ENSG00000165757/ENSG00000187678/ENSG00000196586/ENSG00000124507/ENSG00000136158/ENSG00000146005/ENSG00000113645/ENSG00000151491/ENSG00000104783/ENSG00000149177/ENSG00000182957/ENSG00000141736/ENSG00000088992/ENSG00000198758
